N,CODIGO_PROYECTO,SUBDIRECCION,PROGRAMA,INSTRUMENTO,NOMBRE_CONCURSO,AGNO_CONCURSO,AGNO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO_DE_EVALUACION,DURACION_MESES,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,MACROZONA_MINCIENCIA,REGION_EJECUCION,MONTO_ADJUDICADO,NOTA_MONTO,MONEDA,PALABRAS_CLAVES
2517,1900870,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,ESTUDIO COMPARATIVO DE FACTORES MICROEVOLUTIVOS EN PARASITOS CON CICLO VITAL DE DISTINTO GRADO DE COMPLEJIDAD.,CIENCIAS NATURALES,GENETICA Y EVOLUCION,BIOLOGIA 1,24,PERSONA NATURAL,MARIO ANTONIO GEORGE-NASCIMENTO FAILLA,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,CENTRO SUR,REGION DEL BIOBIO,10048,NA,Miles de pesos (M$),SIN INFORMACION
2518,1900872,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,REDICION DE GASTO CALORICO Y PROTEICO EN PACIENTES PORTADORES DE PANCREATITIS AGUDA.,CIENCIAS MEDICAS Y DE LA SALUD,ENFERMEDADES DE LA NUTRICION Y ENDOCRINO,MEDICINA 2,24,PERSONA NATURAL,NICOLAS VELASCO FUENTES,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,10506,NA,Miles de pesos (M$),SIN INFORMACION
2519,1900873,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,PREFERENCIAS DECLARADAS EN LA MODELACION DE DEMANDA POR NUEVAS ALTERNATIVAS DE TRANSPORTE.,INGENIERIA Y TECNOLOGIA,INGENIERIA DE TRANSPORTES,INGENIERIA 2,12,PERSONA NATURAL,JUAN DE DIOS ORTUZAR SALAS,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,3855,NA,Miles de pesos (M$),SIN INFORMACION
2520,1900876,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,ESTUDIO CITOGENETICO Y MOLECULAR DE LA LEUCEMIA MIELOIDE CRONICA (LMC) Y SU RELACION CON LA EVOLUCION DE LA ENFERMEDAD.,CIENCIAS MEDICAS Y DE LA SALUD,ONCOLOGIA  QUMIOTERAPIA CIRUGIA ONCOLO,MEDICINA 2,24,PERSONA NATURAL,PABLO LIRA VERGARA,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,8587,NA,Miles de pesos (M$),SIN INFORMACION
2521,1900878,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,DESARROLLO DE HABILIDADES DE COMUNICACION MEDIANTE LA MICRO-ENSENANZA EN ALUMNOS DE MEDICINA.,CIENCIAS MEDICAS Y DE LA SALUD,OTRAS ESPECIALIDADES DE LA MEDICINA,MEDICINA 1,36,PERSONA NATURAL,JOSE OMAR ROMO VALENZUELA,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,5390,NA,Miles de pesos (M$),SIN INFORMACION
2522,1900883,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,DESARROLLO TECNOLOGICO DE CERMETS MOLIBDENO COMO ELEMENTO PRINCIPAL.,INGENIERIA Y TECNOLOGIA,INGENIERIA DE MATERIALES,INGENIERIA 1,24,PERSONA NATURAL,RODOLFO LUIS MANNHEIM CASSIERER,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,14905,NA,Miles de pesos (M$),SIN INFORMACION
2523,1900887,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,ESTUDIO HISTORICO Y GEOPOLITICO DE LA INFLUENCIA DE CHILOE INSULAR EN EL PACIFICO Y CONO SUR AMERICANO DESDE LA PREHISTORIA HASTA NUESTROS DIAS (EL ESCENARIO EL HOMBRE Y SU FUTURO).,HUMANIDADES,HISTORIA DE CHILE,HISTORIA,36,PERSONA NATURAL,SERGIO ISIDORO VAZQUEZ DE ACUNA GARCIA DEL POSTIGO,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,6284,NA,Miles de pesos (M$),SIN INFORMACION
2524,1900888,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,EVALUACION DE UN MODULO A NIVEL PILOTO DE LA PRODUCCION MIXTA DE SALMONIDEOS Y GRACILARIA SP. EN ESTANQUES EN EL SUR DE CHILE.,CIENCIAS MEDICAS Y DE LA SALUD,SALUD Y PRODUCCION ANIMAL,SALUD PROD ANIM,36,PERSONA NATURAL,ALEJANDRO HERIBERTO BUSCHMANN RUBIO,HOMBRE,INSTITUTO PROFESIONAL DE OSORNO,SUR,REGION DE LOS LAGOS,23659,NA,Miles de pesos (M$),SIN INFORMACION
2525,1900895,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,EFECTO DE LA PROLACTINA Y SU MODULACION LA RESPUESTA INMUNE CELULAR EN INDIVIDUOS NORMALES.,CIENCIAS MEDICAS Y DE LA SALUD,HEMATOLOGIA E INMUNOLOGIA CLINICA,MEDICINA 2,24,PERSONA NATURAL,SANTIAGO RIVERO DIAZ,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,3762,NA,Miles de pesos (M$),SIN INFORMACION
2526,1900899,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,GENERACION CARACTERIZACION ESTUDIO Y APLICACION DE NOVELES CATALIZADORES. SU APLICACION EN REACCIONES DE SIGNIFICACION INDUSTRIAL.,CIENCIAS NATURALES,QUIMICA INORGANICA,QUIMICA,36,PERSONA NATURAL,SERGIO ANTONIO MOYA DURAN,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,17340,NA,Miles de pesos (M$),SIN INFORMACION
2527,1900901,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,BIFURCACIONES Y ESTABILIDAD DE FAMILIAS A UN PARAMETRO DE CAMPOS DE VECTORES CON CONJUNTO NO ERRANTE NO-SIMPLE.,CIENCIAS NATURALES,ANALISIS,MATEMATICAS,24,PERSONA NATURAL,SERGIO EUGENIO PLAZA SALINAS,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,9738,NA,Miles de pesos (M$),SIN INFORMACION
2528,1900907,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,ESTUDIO DE UN SISTEMA DE TRACCION PROPULSADO POR MOTOR DE INDUCCION LINEAL LEVITADO MAGNETICAMENTE POR ATRACCION.,INGENIERIA Y TECNOLOGIA,INGENIERIA ELECTRICA (INC POTENCIA),INGENIERIA 2,36,PERSONA NATURAL,WILFREDO NIBALDO ZIEHLMANN OJEDA,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,32636,NA,Miles de pesos (M$),SIN INFORMACION
2529,1900911,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,ALMACENAMIENTO Y RECUPERACION DE INFORMACION EN REDES NEURONALES.,CIENCIAS NATURALES,FISICA TEORICA Y EXPERIMENTAL,FISICA TEORICA Y EXP,12,PERSONA NATURAL,PATRICIO ALBERTO PEREZ JARA,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,3245,NA,Miles de pesos (M$),SIN INFORMACION
2530,1900912,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,POLIMERIZACION FOTOQUIMICA DE MONOMEROS VINILICOS.,CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LA QUIMICA,QUIMICA,12,PERSONA NATURAL,MARIA VICTORIA ENCINAS ROJAS,MUJER,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,2750,NA,Miles de pesos (M$),SIN INFORMACION
2531,1900913,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,VIOLETA PARRA UNA LECTURA SEMIOTICA DE UNA VOZ FOLKLORICA.,HUMANIDADES,LINGUISTICA LITERATURA Y FILOLOGIA,LINGUISTICALITERATU,12,PERSONA NATURAL,MIGUEL ANGEL FARIAS FARIAS,HOMBRE,UNIVERSIDAD DE LA SERENA,CENTRO,REGION DE COQUIMBO,1084,NA,Miles de pesos (M$),SIN INFORMACION
2532,1900918,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,ALTERACIONES DE LA SECRECION BILIAR DE ENZIMAS DE LA MEMBRANA CANALICULAR DEL HEPATOCITO EN LA COLESTASIA EXPERIMENTAL.,CIENCIAS MEDICAS Y DE LA SALUD,GASTROENTEROLOGIA FISIOLOGIA DIGESTIVA,MEDICINA 1,24,PERSONA NATURAL,LUIGI ANGELO ACCATINO LOCATELLI,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,15523,NA,Miles de pesos (M$),SIN INFORMACION
2533,1900920,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,EVALUACION PROSPECTIVA DE LA ESTIMULACION AURICULAR VRS. VENTRICULAR EN PACIENTES CON ENFERMEDAD DEL NODULO SINUSAL.,CIENCIAS MEDICAS Y DE LA SALUD,CARDIOLOGIA FISIOLOGIA CARDIOVASCULAR,MEDICINA 1,24,PERSONA NATURAL,ROLANDO PATRICIO GONZALEZ ALDUNATE,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,4125,NA,Miles de pesos (M$),SIN INFORMACION
2534,1900921,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,"""ESTUDIOS DE INTOXICACION POR ALUMINIO EN 3 POBLACIONES DE INSUFUCIENTES RENALES EN HEMODIALISIS CRONICA"".",CIENCIAS MEDICAS Y DE LA SALUD,NEFROLOGIA FISIOLOGIA RENAL,MEDICINA 1,12,PERSONA NATURAL,ATILIO VACCAREZZA STURLA,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,995,NA,Miles de pesos (M$),SIN INFORMACION
2535,1900925,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,DESARROLLO DE PROCESOS BIOHIDROMETALURGICOS Y SU APLICACION EN TRATAMIENTO DE MINERALES REFRACTARIOS DE ORO.,INGENIERIA Y TECNOLOGIA,INGENIERIA METALURGICA,INGENIERIA 3,24,PERSONA NATURAL,HUGO FELIPE MATURANA CONTARDO,HOMBRE,UNIVERSIDAD DE LA SERENA,CENTRO,REGION DE COQUIMBO,12495,NA,Miles de pesos (M$),SIN INFORMACION
2536,1900926,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,FLEXIBILIDAD DEL CURRICULO Y CALIDAD DE LA EDUCACION EN EL PRIMER SUBSICLO DE LA EDUCACION GENERAL BASICA ACTUAL DE LA PROVINCIA DE ELQUI DE LA IV REGION.,CIENCIAS SOCIALES,PEDAGOGIA Y EDUCACION,EDUCACION,24,PERSONA NATURAL,EDUARDO JUAN STAVELOT MURO,HOMBRE,UNIVERSIDAD DE LA SERENA,CENTRO,REGION DE COQUIMBO,660,NA,Miles de pesos (M$),SIN INFORMACION
2537,1900930,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,ESTUDIO EXPERIMENTAL DE RELACIONES TROFICAS EN UN ECOSITEMA MEDITERRANEO SEMIARIDO EN CHILE HERVOBORIA Y PREDACION.,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,BIOLOGIA 1,36,PERSONA NATURAL,LUIS CARLOS CONTRERAS CASANOVA,HOMBRE,UNIVERSIDAD DE LA SERENA,CENTRO,REGION DE COQUIMBO,18136,NA,Miles de pesos (M$),SIN INFORMACION
2538,1900931,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,ESTUDIO PARA LA OBTENCION DE SULFATO DE COBALTO Y/O NITRATO DE COBALTO A PARTIR DE UN MINERAL DE ARSENOPIRITA COBALTIFERA DE LA IV REGION.,INGENIERIA Y TECNOLOGIA,INGENIERIA DE MINAS,INGENIERIA 1,24,PERSONA NATURAL,CLAUDIO LEONEL GEBAUER CUEVAS,HOMBRE,UNIVERSIDAD DE LA SERENA,CENTRO,REGION DE COQUIMBO,1550,NA,Miles de pesos (M$),SIN INFORMACION
2539,1900936,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,ESTUDIOS ESTRUCTURALES Y FUNCIONALES DEL GEN DE LA RUSTICIANINA DE THIOBACILLUS FERROOXIDANS.,CIENCIAS NATURALES,BIOLOGIA MOLECULAR,BIOLOGIA 3,36,PERSONA NATURAL,EUGENIA MARIA JEDLICKI CORBEAUX,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,21691,NA,Miles de pesos (M$),SIN INFORMACION
2540,1900939,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,DESARROLLO DE METODOLOGIAS Y MODELIZACION PARA LA EVALUACION DE LA CAPACIDAD DE SUMINISTRO DE NITROGENO DE SUELOS Y RESIDUOS ORGANICOS. EVALUACION DE UN INDICE QUIMICO DEL N POTENCIALMENTE MINERALIZABLE EN SUELOS.,CIENCIAS AGRICOLAS,CIENCIAS DEL SUELO,AGRONOMIA,24,PERSONA NATURAL,MARIA TERESA VARNERO MORENO,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,6336,NA,Miles de pesos (M$),SIN INFORMACION
2541,1900941,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,ESTUDIOS DE LOS NEMATODOS FITOPARASITOS ASOCIADOS AL KIWI.,CIENCIAS AGRICOLAS,FRUTICULTURA Y VITICULTURA,AGRONOMIA,24,PERSONA NATURAL,ADELINA VALENZUELA ARCE,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,8590,NA,Miles de pesos (M$),SIN INFORMACION
2542,1900943,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,APROXIMACIONES NO-ESTRICTAS EN OPTIMIZACION Y EN CONTROL OPTIMO.,CIENCIAS NATURALES,PROBABILIDADES MATEMATICAS APLICADAS Y,MATEMATICAS,24,PERSONA NATURAL,ALEJANDRO JOFRE CACERES,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,5571,NA,Miles de pesos (M$),SIN INFORMACION
2543,1900945,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,SENSIBILIDAD DE PROGRAMAS PARAMETRICOS Y APLICACION A LOS METODOS DE PENALIDADES.,CIENCIAS NATURALES,PROBABILIDADES MATEMATICAS APLICADAS Y,MATEMATICAS,24,PERSONA NATURAL,ROBERTO MARIO COMINETTI COTTI-COMETTI,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,7048,NA,Miles de pesos (M$),SIN INFORMACION
2544,1900946,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,PROCESOS METEOROLOGICOS RELACIONADOS CON LA CAPTACION DE AGUA DE ESTRATOCUMULOS COSTEROS (IV REGION).,CIENCIAS NATURALES,METEOROLOGIA Y CLIMATOLOGIA,CS. DE LA TIERRA,24,PERSONA NATURAL,HUMBERTO ADRIAN FUENZALIDA PONCE,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,12984,NA,Miles de pesos (M$),SIN INFORMACION
2545,1900948,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,RELACION DE LA PROLIFERACION ESPARMATOGONIAL INTERACCION FSH-CHALONA TESTICULAR.,CIENCIAS NATURALES,FISIOLOGIA BIOFISICA,BIOLOGIA 2,24,PERSONA NATURAL,JUAN EDUARDO BUSTOS OBREGON,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,5610,NA,Miles de pesos (M$),SIN INFORMACION
2546,1900953,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,LA VIVIENDA URBANA EN CHILE DURANTE LA EPOCA HISPANA (ZONA CENTRAL).,CIENCIAS SOCIALES,HISTORIA DE LA ARQUITECTURA Y LA CIUDAD,ARTES Y ARQUITECTURA,24,PERSONA NATURAL,EUGENIO ANTONIO SAHADY VILLANUEVA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,6289,NA,Miles de pesos (M$),SIN INFORMACION
2547,1900957,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,PROSPECCION ARQUEOLOGICA DE ISLA DE PASCUA  NUEVAS PERSPECTIVAS PARA EL ESTUDIO DE LA EVOLUCION DE UNA CULTURA AISLAMIENTO.`,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,36,PERSONA NATURAL,PATRICIA VARGAS CASANOVA,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,16887,NA,Miles de pesos (M$),SIN INFORMACION
2548,1900960,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,CONFIABILIDAD DE COMPONENTES ESTRUCTURALES.,INGENIERIA Y TECNOLOGIA,INGENIERIA ESTRUCTURAL (INCL ING ANTISIS,INGENIERIA 1,12,PERSONA NATURAL,RODRIGO HUMBERTO ARAYA MONTOYA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,3135,NA,Miles de pesos (M$),SIN INFORMACION
2549,1900962,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,HISTORIA DE LA ARQUITECTURA DE LOS PUERTOS. (ARQUITECTURA TRADICIONAL DEL LITORAL CHILENO).,CIENCIAS SOCIALES,HISTORIA DE LA ARQUITECTURA Y LA CIUDAD,ARTES Y ARQUITECTURA,24,PERSONA NATURAL,JUAN ERNESTO BENAVIDES COURTOIS,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,7227,NA,Miles de pesos (M$),SIN INFORMACION
2550,1900963,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,EFECTOS SOCIALES Y NATURALES DE GRANDES PROYECTOS DE INVERSION FORESTAL EN LA IX Y X REGIONES TRES ESTUDIOS DE CASO.,CIENCIAS SOCIALES,CS. ECONOMICAS Y ADMINISTRATIVAS,CS. ECONOM/ADMI,12,PERSONA NATURAL,CARMEN LUZ DE LA MAZA ASQUET,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,5016,NA,Miles de pesos (M$),SIN INFORMACION
2551,1900964,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,EVALUACION MEJORAMIENTO Y SELECCION DE GENOTIPOS DE FRUTILLA (FRAGARIA ANANASSA DUCH) PARA LAS CONDICIONES DE CULTIVO DE LA ZONA CENTRAL CHILENA.,CIENCIAS AGRICOLAS,GENETICA VEGETAL,AGRONOMIA,36,PERSONA NATURAL,MARINA IRMA GAMBARDELLA CASANOVA,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,20628,NA,Miles de pesos (M$),SIN INFORMACION
2552,1900965,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,NUTRICION MINERAL EN FRUTALES.,CIENCIAS NATURALES,BIOLOGIA MARINA,BIOLOGIA 1,24,PERSONA NATURAL,BRUNO ALEJANDRO RAZETO MIGLIARO,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,5302,NA,Miles de pesos (M$),SIN INFORMACION
2553,1900966,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,INTERACCION DE OSCILADORES ENDOGENOS CICLOS AMBIENTALES Y GENERADORES DE ESTADOS EN LA ORGANIZACION CIRCADIANA DEL CICLO SUENO-VIGILIA.,CIENCIAS NATURALES,FISIOLOGIA BIOFISICA,BIOLOGIA 2,24,PERSONA NATURAL,ENNIO AUGUSTO VIVALDI VEJAR,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,8030,NA,Miles de pesos (M$),SIN INFORMACION
2554,1900967,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,CAMBIOS TEMPORALES A CORTO Y LARGO PLAZO EN LA COMUNIDADES CHILENAS DE DROSOPHILAS UN ENFOQUE GENETICO-ECOLOGICO.,CIENCIAS NATURALES,GENETICA Y EVOLUCION,BIOLOGIA 1,36,PERSONA NATURAL,DANKO ANDRES BRNCIC JURICIC,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,12512,NA,Miles de pesos (M$),SIN INFORMACION
2555,1900968,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,BASES PARA EL DESARROLLO DEL DISCURSO ESCRITO EN ESPANOL.,HUMANIDADES,LINGÜISTICA,LINGUISTICALITERATU,NA,PERSONA NATURAL,AURA BOCAZ SANDOVAL,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,19271,NA,Miles de pesos (M$),SIN INFORMACION
2556,1900972,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,VALOR DIAGNOSTICO DEL ESTUDIO DE LA PERFUSION Y FUNCION VENTRICULAR USANDO TECNECIO 99MMIBI Y STRESS FARMACOLOGICO CON DIPIRIDAMOL EN CARDIOPATIA ISQUEMICA.,CIENCIAS MEDICAS Y DE LA SALUD,MEDICINA NUCLEAR RADIOTERAPIA,MEDICINA 1,24,PERSONA NATURAL,LUCIA TERESA DEL PILAR MASSARDO VEGA,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,4806,NA,Miles de pesos (M$),SIN INFORMACION
2557,1900978,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,COMPONENTES CULTURALES EN LA GESTION DE RECURSOS HIDRICOS.,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,36,PERSONA NATURAL,MILKA SLAVIA CASTRO LUCIC,MUJER,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,12043,NA,Miles de pesos (M$),SIN INFORMACION
2558,1900979,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,HISTORIA DEMOGRAFICA DE LAS POBLACIONES AUTOCTONAS Y DE LAS MINORIAS ETNICAS DE CHILE.,CIENCIAS SOCIALES,GEOGRAFIA Y URBANISMO,GEOGRAFIA Y URBANISM,12,PERSONA NATURAL,ROLANDO BERNARDO MELLAFE ROJAS,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,4467,NA,Miles de pesos (M$),SIN INFORMACION
2559,1900980,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,ESTUDIO CRITICO E INTERPRETATIVO DE LA OBRA HISTORIOGRAFICA DE BENJAMIN VICUNA MACKENNA DE LAS CIRCUNSTANCIAS DE SU VIDA EN QUE ELLAS FUERON CONCEBIDAS Y ESCRITAS.,HUMANIDADES,HISTORIA DE CHILE,HISTORIA,12,PERSONA NATURAL,TADEO GONZALO IZQUIERDO FERNANDEZ,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,1716,NA,Miles de pesos (M$),SIN INFORMACION
2560,1900984,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,EVALUACION DEL SISTEMA PRE S(2) COMO FACTOR PREDICTIVO DE CRONICIDAD Y/O DE DANO HEPATICO EN INFECCION CON EL VIRUS DE LA HEPATITIS B.,CIENCIAS MEDICAS Y DE LA SALUD,ENFERMEDADES INFECCIOSAS BACTERIOLOGIA,MEDICINA 2,24,PERSONA NATURAL,JAVIER RENE BRAHM BARRIL,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,8038,NA,Miles de pesos (M$),SIN INFORMACION
2561,1900987,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO NACIONAL REGULAR 1990,1990,1990,INTRODUCCION DE TECNOLOGIA COMPUTACIONAL EN LA EMPRESA CONDICIONANTES Y EFECTOS.,CIENCIAS SOCIALES,CS. ECONOMICAS Y ADMINISTRATIVAS,CS. ECONOM/ADMI,12,PERSONA NATURAL,EDUARDO ENRIQUE ACUÑA AGUIRRE,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGION METROPOLITANA DE SANTIAGO,2140,NA,Miles de pesos (M$),SIN INFORMACION
