N,CODIGO_PROYECTO,SUBDIRECCION,PROGRAMA,INSTRUMENTO,NOMBRE_CONCURSO,AGNO_CONCURSO,AGNO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO_DE_EVALUACION,DURACION_MESES,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,MACROZONA_MINCIENCIA,REGION_EJECUCION,MONTO_ADJUDICADO,NOTA_MONTO,MONEDA
40416,ATE230006,CENTROS E INVESTIGACION ASOCIATIVA,PIA,ANILLOS EN AREAS TEMATICAS,ANILLOS DE INVESTIGACION EN AREAS TEMATICAS ESPECIFICAS 2023,2023,2023,"THE PAST AND FUTURE OF ALTIPLANO WETLANDS: INVESTIGATING THE WATER AND ENERGY CYCLES IN CLOSED BASINS UNDER CHANGING CONDITIONS USING IN-SITU OBSERVATIONS, REMOTE SENSING, BIOPHYSICAL INDICATORS, AND NUMERICAL MODELING",CIENCIAS NATURALES,NA,NA,36,PERSONA JURIDICA,FRANCISCO SUAREZ POCH,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,612000,NA,Miles de pesos (M$)
40417,ATE230007,CENTROS E INVESTIGACION ASOCIATIVA,PIA,ANILLOS EN AREAS TEMATICAS,ANILLOS DE INVESTIGACION EN AREAS TEMATICAS ESPECIFICAS 2023,2023,2023,FOOD SUSTAINABILITY IN DROUGHT STRESS CONDITIONS: PHASEOLUS A PLANT MODEL,CIENCIAS AGRICOLAS,NA,NA,36,PERSONA JURIDICA,JORGE ARCE JOHNSON,HOMBRE,UNIVERSIDAD AUTONOMA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,612000,NA,Miles de pesos (M$)
40418,ATE230025,CENTROS E INVESTIGACION ASOCIATIVA,PIA,ANILLOS EN AREAS TEMATICAS,ANILLOS DE INVESTIGACION EN AREAS TEMATICAS ESPECIFICAS 2023,2023,2023,RESEARCH RING IN PEST INSECTS AND CLIMATE CHANGE (PIC2),CIENCIAS NATURALES,NA,NA,36,PERSONA JURIDICA,LUIS CASTAÑEDA,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,612000,NA,Miles de pesos (M$)
40419,ATE230046,CENTROS E INVESTIGACION ASOCIATIVA,PIA,ANILLOS EN AREAS TEMATICAS,ANILLOS DE INVESTIGACION EN AREAS TEMATICAS ESPECIFICAS 2023,2023,2023,WATER BASIN COUNCILS: A POLYCENTRIC GOVERNANCE AS A PARTICIPATORY AND DEMOCRATIC APPROACH FOR RESILIENT SOCIETIES,CIENCIAS SOCIALES,NA,NA,36,PERSONA JURIDICA,GUILLERMO DONOSO HARRIS,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,448500,NA,Miles de pesos (M$)
40420,ATE230065,CENTROS E INVESTIGACION ASOCIATIVA,PIA,ANILLOS EN AREAS TEMATICAS,ANILLOS DE INVESTIGACION EN AREAS TEMATICAS ESPECIFICAS 2023,2023,2023,SOCIO-ENVIRONMENTAL PRECARIOUSNESS: CULTURAL ECONOMIC RESPONSES TO CLIMATE CRISIS,CIENCIAS SOCIALES,NA,NA,36,PERSONA JURIDICA,MIGUEL PEREZ,HOMBRE,UNIVERSIDAD DIEGO PORTALES,RM,REGIÓN METROPOLITANA DE SANTIAGO,449500,NA,Miles de pesos (M$)
40421,AFB230001,CENTROS E INVESTIGACION ASOCIATIVA,PIA,APOYO CENTROS CYT FINANCIAMIENTO BASAL,APOYO A CENTROS CIENTIFICOS Y TECNOLOGICOS DE EXCELENCIA CON FINANCIAMIENTO BASAL 2023,2023,2023,CENTRO AVANZADO DE TECNOLOGIA PARA LA MINERIA,INGENIERIA Y TECNOLOGIA,NA,NA,24,PERSONA JURIDICA,JAVIER RUIZ DEL SOLAR SAN MARTIN,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,3869320,NA,Miles de pesos (M$)
40422,AFB230002,CENTROS E INVESTIGACION ASOCIATIVA,PIA,APOYO CENTROS CYT FINANCIAMIENTO BASAL,APOYO A CENTROS CIENTIFICOS Y TECNOLOGICOS DE EXCELENCIA CON FINANCIAMIENTO BASAL 2023,2023,2023,INSTITUTO SISTEMAS COMPLEJOS DE INGENIERIA,MULTIDISCIPLINARIO,NA,NA,24,PERSONA JURIDICA,LEONARDO BASSO SOTZ,HOMBRE,INSTITUTO SISTEMAS COMPLEJOS DE INGENIERIA,RM,REGIÓN METROPOLITANA DE SANTIAGO,4253310,NA,Miles de pesos (M$)
40423,CTI230004,CENTROS E INVESTIGACION ASOCIATIVA,FONDAP,APOYO AL FORTALECIMIENTO ID,APOYO AL FORTALECIMIENTO A LAS CAPACIDADES PARA I+D 2023,2023,2023,FRAUNHOFER CENTER FOR SOLAR ENERGY TECHNOLOGIES,INGENIERIA Y TECNOLOGIA,NA,NA,24,PERSONA JURIDICA,FRANK DINTER,HOMBRE,FUNDACION FRAUNHOFER CHILE RESEARCH,RM,REGIÓN METROPOLITANA DE SANTIAGO,1988027,NA,Miles de pesos (M$)
40424,CTI230007,CENTROS E INVESTIGACION ASOCIATIVA,FONDAP,APOYO AL FORTALECIMIENTO ID,APOYO AL FORTALECIMIENTO A LAS CAPACIDADES PARA I+D 2023,2023,2023,CENTRO DE INVESTIGACION E INNOVACION EN TECNOLOGIAS DE LA INFORMACION Y TELECOMUNICACIONES (CIRIC),CIENCIAS NATURALES,NA,NA,24,PERSONA JURIDICA,NAYAT SANCHEZ PI,MUJER,FUNDACION INRIA CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,1447850,NA,Miles de pesos (M$)
40425,1523A0002,CENTROS E INVESTIGACION ASOCIATIVA,FONDAP,APOYO CENTROS AREAS PRIORITARIAS,CONCURSO DE APOYO A CENTROS DE EXCELENCIA EN INVESTIGACION EN AREAS PRIORITARIAS – FONDAP 2023,2023,2023,CENTER FOR CLIMATE AND RESILIENCE RESEARCH (CR)2,MULTIDISCIPLINARIO,NA,NA,24,PERSONA JURIDICA,PILAR MORAGA SARIEGO,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,2247000,NA,Miles de pesos (M$)
40426,1523A0003,CENTROS E INVESTIGACION ASOCIATIVA,FONDAP,APOYO CENTROS AREAS PRIORITARIAS,CONCURSO DE APOYO A CENTROS DE EXCELENCIA EN INVESTIGACION EN AREAS PRIORITARIAS – FONDAP 2023,2023,2023,CENTER OF INTERCULTURAL AND INDIGENOUS RESEARCH,CIENCIAS SOCIALES,NA,NA,24,PERSONA JURIDICA,PEDRO MEGE ROSSO,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,2247000,NA,Miles de pesos (M$)
40427,1523A0004,CENTROS E INVESTIGACION ASOCIATIVA,FONDAP,APOYO CENTROS AREAS PRIORITARIAS,CONCURSO DE APOYO A CENTROS DE EXCELENCIA EN INVESTIGACION EN AREAS PRIORITARIAS – FONDAP 2023,2023,2023,CENTRO DE DESARROLLO URBANO SUSTENTABLE,CIENCIAS SOCIALES,NA,NA,24,PERSONA JURIDICA,WALDO BUSTAMANTE GOMEZ,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,2247000,NA,Miles de pesos (M$)
40428,1523A0005,CENTROS E INVESTIGACION ASOCIATIVA,FONDAP,APOYO CENTROS AREAS PRIORITARIAS,CONCURSO DE APOYO A CENTROS DE EXCELENCIA EN INVESTIGACION EN AREAS PRIORITARIAS – FONDAP 2023,2023,2023,CENTRE FOR SOCIAL CONFLICT AND COHESION STUDIES,CIENCIAS SOCIALES,NA,NA,24,PERSONA JURIDICA,MARIA MENDEZ LAYERA,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,2247000,NA,Miles de pesos (M$)
40429,1523A0006,CENTROS E INVESTIGACION ASOCIATIVA,FONDAP,APOYO CENTROS AREAS PRIORITARIAS,CONCURSO DE APOYO A CENTROS DE EXCELENCIA EN INVESTIGACION EN AREAS PRIORITARIAS – FONDAP 2023,2023,2023,"SOLAR ENERGY RESEARCH CENTER


",INGENIERIA Y TECNOLOGIA,NA,NA,24,PERSONA JURIDICA,CLAUDIA RAHMANN ZUÑIGA,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,2247000,NA,Miles de pesos (M$)
40430,1523A0008,CENTROS E INVESTIGACION ASOCIATIVA,FONDAP,APOYO CENTROS AREAS PRIORITARIAS,CONCURSO DE APOYO A CENTROS DE EXCELENCIA EN INVESTIGACION EN AREAS PRIORITARIAS – FONDAP 2023,2023,2023,CENTRO AVANZADO DE ENFERMEDADES CRONICAS/ ADVANCED CENTER FOR CHRONIC DISEASES (ACCDIS),CIENCIAS MEDICAS Y DE LA SALUD,NA,NA,24,PERSONA JURIDICA,SERGIO LAVANDERO GONZALEZ,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,2247000,NA,Miles de pesos (M$)
40431,1523A0009,CENTROS E INVESTIGACION ASOCIATIVA,FONDAP,APOYO CENTROS AREAS PRIORITARIAS,CONCURSO DE APOYO A CENTROS DE EXCELENCIA EN INVESTIGACION EN AREAS PRIORITARIAS – FONDAP 2023,2023,2023,CENTRO DE INVESTIGACION PARA LA GESTION INTEGRADA DEL RIESGO DE DESASTRES - CIGIDEN,MULTIDISCIPLINARIO,NA,NA,24,PERSONA JURIDICA,RODRIGO CIENFUEGOS CARRASCO,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,2247000,NA,Miles de pesos (M$)
40432,EQY230010,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MAYOR,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR 2023,2023,2023,CORRELATIVE HIGH-SPEED BIOAFM TO REVEAL COMBINED NANOMECHANICAL PROPERTIES AND QUANTITATIVE IMAGING FROM SINGLE MOLECULE TO BIOLOGICAL TISSUES,CIENCIAS NATURALES,NA,NA,60,PERSONA JURIDICA,NELSON BARRERA ROJAS,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,949942,NA,Miles de pesos (M$)
40433,EQY230018,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MAYOR,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR 2023,2023,2023,HIGH-RESOLUTION SPECTRAL FLOW CYTOMETRY PLATFORM FOR BIOPHARMACEUTICAL PRODUCTS CHARACTERIZATION AND ANALYSIS OF SAMPLES DERIVED FROM CLINICAL AND TRANSLATIONAL RESEARCH,CIENCIAS MEDICAS Y DE LA SALUD,NA,NA,60,PERSONA JURIDICA,FLAVIO SALAZAR ONFRAY,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,847137,NA,Miles de pesos (M$)
40434,EQY230019,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MAYOR,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR 2023,2023,2023,IMPLEMENTATION OF AN INTEGRATED SCREENING PLATFORM FOR THERAPEUTIC DISCOVERY AND INNOVATION IN BIOMEDICAL RESEARCH CENTERS OF CENTRAL CHILEAN MACROZONE,CIENCIAS MEDICAS Y DE LA SALUD,NA,NA,60,PERSONA JURIDICA,IVAN ALFARO CORTEZ,HOMBRE,UNIVERSIDAD DEL DESARROLLO,RM,REGIÓN METROPOLITANA DE SANTIAGO,949223,NA,Miles de pesos (M$)
40435,EQY230027,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MAYOR,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR 2023,2023,2023,CONFIGURABLE ELECTRICAL VEHICLE SUPPLY EQUIPMENT FOR TESTING ELECTRIC VEHICLES AND ENHANCING INTEROPERABILITY WITH SMART GRIDS,INGENIERIA Y TECNOLOGIA,NA,NA,60,PERSONA JURIDICA,MATIAS DIAZ DIAZ,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,910973,NA,Miles de pesos (M$)
40436,EQM230028,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MEDIANO,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2023,2023,2023,PLATAFORMA AUTOMATIZADA DE DPCR PARA ANALISIS CUANTITATIVOS ABSOLUTOS,CIENCIAS NATURALES,NA,NA,18,PERSONA JURIDICA,FERNANDO BUSTOS FERNANDEZ,HOMBRE,UNIVERSIDAD NACIONAL ANDRES BELLO,RM,REGIÓN METROPOLITANA DE SANTIAGO,124238,NA,Miles de pesos (M$)
40437,EQM230048,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MEDIANO,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2023,2023,2023,"APLICACION DE DICROISMO CIRCULAR MAGNETICO EN EL INFRARROJO CERCANO (MCD-NIR) PARA POTENCIAR LA INVESTIGACION EN BIOMEDICINA, BIOINORGANICA Y BIOFISICA",CIENCIAS NATURALES,NA,NA,18,PERSONA JURIDICA,CAMILO LOPEZ ALARCON,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,318526,NA,Miles de pesos (M$)
40438,EQM230054,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MEDIANO,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2023,2023,2023,"POLO DE INVESTIGACION EN PALEOMAGNETISMO Y MAGNETISMO DE ROCA: UN ENFOQUE MULTIDISCIPLINARIO


",CIENCIAS NATURALES,NA,NA,18,PERSONA JURIDICA,FERNANDO POBLETE GOMEZ,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,399967,NA,Miles de pesos (M$)
40439,EQM230061,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MEDIANO,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2023,2023,2023,ESPECTROSCOPIA RAMAN AMPLIFICADA PARA EL ESTUDIO DE SUPERFICIES FUNCIONALES.,CIENCIAS NATURALES,NA,NA,18,PERSONA JURIDICA,FRANCISCO MELO HURTADO,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,218974,NA,Miles de pesos (M$)
40440,EQM230079,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MEDIANO,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2023,2023,2023,"FORTALECIMIENTO DE LA INVESTIGACION ASOCIADA A CANALES IONICOS MEDIANTE LA ADQUISICION DE PATCHLINER, UNA PLATAFORMA AUTOMATIZADA DE REGISTROS ELECTROFISIOLOGICOS",CIENCIAS NATURALES,NA,NA,18,PERSONA JURIDICA,IGNACIO DIAZ FRANULIC,HOMBRE,UNIVERSIDAD NACIONAL ANDRES BELLO,RM,REGIÓN METROPOLITANA DE SANTIAGO,338074,NA,Miles de pesos (M$)
40441,EQM230096,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MEDIANO,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2023,2023,2023,AURORA CITOMETRIA ESPECTRAL DE LA PATAGONIA: INTRODUCCION DE UNA PLATAFORMA DE ANALISIS Y SEPARACION CELULAR MULTIPARAMETRICO DE ESPECTRO COMPLETO PARA EL DESPEGUE Y EVOLUCION DE LA INVESTIGACION ESPECIALIZADA EN EL SUR DE CHILE.,CIENCIAS MEDICAS Y DE LA SALUD,NA,NA,18,PERSONA JURIDICA,MARIA BARRIA CARCAMO,MUJER,UNIVERSIDAD SAN SEBASTIAN,RM,REGIÓN METROPOLITANA DE SANTIAGO,400000,NA,Miles de pesos (M$)
40442,EQM230104,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MEDIANO,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2023,2023,2023,SISTEMA DE FABRICACION Y ANALISIS DE NANOMATERIALES (NANOSIF),CIENCIAS NATURALES,NA,NA,18,PERSONA JURIDICA,SIMON OYARZUN MEDINA,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,399675,NA,Miles de pesos (M$)
40443,EQM230106,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MEDIANO,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2023,2023,2023,COMPUTO PARA INVESTIGACION Y DESARROLLO EN IA (CIDIA),INGENIERIA Y TECNOLOGIA,NA,NA,18,PERSONA JURIDICA,ALVARO SOTO ARRIAZA,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,397701,NA,Miles de pesos (M$)
40444,EQM230118,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MEDIANO,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2023,2023,2023,FORTALECIMIENTO DE LA INVESTIGACION INTERDISCIPLINARIA A TRAVES DE LA ACTUALIZACION DEL ESPECTROMETRO DE RESONANCIA DE ESPIN ELECTRONICO.,CIENCIAS NATURALES,NA,NA,18,PERSONA JURIDICA,CLAUDIO OLEA AZAR,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,242811,NA,Miles de pesos (M$)
40445,EQM230130,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MEDIANO,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2023,2023,2023,"FENOTIPIFICACION METABOLICA DE ANIMALES PEQUEÑOS: UNA HERRAMIENTA NECESARIA PARA LA INVESTIGACION BIOMEDICA DE PUNTA EN OBESIDAD, DIABETES Y METABOLISMO",CIENCIAS MEDICAS Y DE LA SALUD,NA,NA,18,PERSONA JURIDICA,VICTOR CORTES MORA,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,372301,NA,Miles de pesos (M$)
40446,EQM230134,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MEDIANO,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2023,2023,2023,FORTALECIMIENTO DEL AREA DE MICROSCOPIA ELECTRONICA MEDIANTE LA IMPLEMENTACION DE TECNOLOGIA CRIOGENICA PARA LA CARACTERIZACION DE MATERIALES BLANDOS AVANZADOS,MULTIDISCIPLINARIO,NA,NA,18,PERSONA JURIDICA,ANA RIVEROS SALVATIERRA,MUJER,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,349114,NA,Miles de pesos (M$)
40447,EQM230151,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MEDIANO,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2023,2023,2023,"CONFOCAL - RAMAN - AFM PARA HABILITAR EL ANALISIS DE MATERIAL NUCLEAR A NIVEL NACIONAL, Y FORTALECER LA INVESTIGACION DE MATERIALES APLICADOS EN ENERGIA, SALUD, CULTURA Y MEDIO AMBIENTE.",MULTIDISCIPLINARIO,NA,NA,18,PERSONA JURIDICA,MARIA JOSE INESTROSA IZURIETA,MUJER,COMISION CHILENA DE ENERGIA NUCLEAR,RM,REGIÓN METROPOLITANA DE SANTIAGO,394887,NA,Miles de pesos (M$)
40448,EQM230154,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MEDIANO,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2023,2023,2023,ADQUISICION DE UN MICROSCOPIO ELECTRONICO DE TRANSMISION ASOCIADO A UN BIOREPOSITORIO APLICADO A CIENCIAS BIOMEDICAS Y CLINICAS PARA CREAR UNA RED DE MICROSCOPIA ELECTRONICA EN LA UNIVERSIDAD DE CHILE INTEGRANDO INVESTIGACION Y FORMACION DE CAPITAL HUMANO,CIENCIAS MEDICAS Y DE LA SALUD,NA,NA,18,PERSONA JURIDICA,JUAN MAYA ARANGO,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,399923,NA,Miles de pesos (M$)
40449,EQM230160,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MEDIANO,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2023,2023,2023,"EXPANSION DE LAS CAPACIDADES DE COMPUTO DE ALTO RENDIMIENTO CON ENFOQUE EN CIENCIA DE DATOS, SIMULACIONES Y MODELAMIENTO NUMERICO",CIENCIAS NATURALES,NA,NA,18,PERSONA JURIDICA,VICTOR PINTO ABARZUA,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,321968,NA,Miles de pesos (M$)
40450,EQM230173,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MEDIANO,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2023,2023,2023,REOMETRO CON CAPACIDAD DE ANALISIS A PRESIONES VARIABLES Y AMPLIO RANGO DE TEMPERATURA,MULTIDISCIPLINARIO,NA,NA,18,PERSONA JURIDICA,MARIA MORENO CONSTENLA,MUJER,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,226381,NA,Miles de pesos (M$)
40451,EQM230177,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MEDIANO,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO 2023,2023,2023,ELPES: EXTRACTOR POR LIQUIDOS PRESURIZADOS COMO HERRAMIENTA FUNDAMENTAL PARA DESARROLLAR PROCESOS EXTRACTIVOS SOSTENIBLES DE MOLECULAS BIOACTIVAS,CIENCIAS NATURALES,NA,NA,18,PERSONA JURIDICA,MARIO ARANDA BUSTOS,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,309105,NA,Miles de pesos (M$)
40452,CTI230002,CENTROS E INVESTIGACION ASOCIATIVA,FONDAP,APOYO AL FORTALECIMIENTO ID,APOYO AL FORTALECIMIENTO A LAS CAPACIDADES PARA I+D 2023,2023,2023,CENTRO DE EXCELENCIA INTERNACIONAL EN NUEVOS MATERIALES AVANZADOS – NANOTECNOLOGIA (CEN LEITAT CHILE),INGENIERIA Y TECNOLOGIA,NA,NA,24,PERSONA JURIDICA,FERNANDO AMAGO MARTINEZ,HOMBRE,FUNDACION LEITAT CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,1366055,NA,Miles de pesos (M$)
40453,NCN2023_007,CENTROS E INVESTIGACION ASOCIATIVA,MILENIO,NUCLEO EN CIENCIAS NATURALES Y EXACTAS,NUCLEOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2023,2023,2023,NUCLEO MILENIO DE MXENOS AVANZADOS PARA APLICACIONES EN SUSTENTABILIDAD,INGENIERIA Y TECNOLOGIA,NA,NA,36,PERSONA NATURAL,ANDREAS ROSENKRANZ,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,RM,REGIÓN METROPOLITANA DE SANTIAGO,614000,NA,Miles de pesos (M$)
40454,NCN2023_025,CENTROS E INVESTIGACION ASOCIATIVA,MILENIO,NUCLEO EN CIENCIAS NATURALES Y EXACTAS,NUCLEOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2023,2023,2023,TRANSICIONES EVOLUTIVAS TEMPRANAS DE MAMIFEROS,CIENCIAS NATURALES,NA,NA,36,PERSONA NATURAL,ALEXANDER OMAR VARGAS MILNE,HOMBRE,UNIVERSIDAD CATOLICA DEL NORTE,RM,REGIÓN METROPOLITANA DE SANTIAGO,614000,NA,Miles de pesos (M$)
40455,NCN2023_032,CENTROS E INVESTIGACION ASOCIATIVA,MILENIO,NUCLEO EN CIENCIAS NATURALES Y EXACTAS,NUCLEOS MILENIO EN CIENCIAS NATURALES Y EXACTAS 2023,2023,2023,NUCLEO MILENIO DE NEUROEPIGENETICA Y PLASTICIDAD,CIENCIAS NATURALES,NA,NA,36,PERSONA NATURAL,BRIGITTE VAN ZUNDERT MATHIJSSEN,MUJER,UNIVERSIDAD CATOLICA DEL NORTE,RM,REGIÓN METROPOLITANA DE SANTIAGO,614000,NA,Miles de pesos (M$)
40456,EQY230023,CENTROS E INVESTIGACION ASOCIATIVA,FONDEQUIP,EQUIPAMIENTO MAYOR,CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MAYOR 2023,2023,2023,"NEXTSEQ 2000: THE NEXT STEP IN HIGH THROUGHPUT SEQUENCING CAPABILITY FOR CHILE.





NEXTSEQ 2000: EL SIGUIENTE PASO EN CAPACIDAD DE SECUENCIACION MASIVA EN CHILE",MULTIDISCIPLINARIO,NA,NA,60,PERSONA JURIDICA,ANDREA SILVA BAEZ,MUJER,UNIVERSIDAD AUSTRAL DE CHILE,SUR,REGIÓN DE LOS RÍOS,860948,NA,Miles de pesos (M$)
40457,ATE230035,CENTROS E INVESTIGACION ASOCIATIVA,PIA,ANILLOS EN AREAS TEMATICAS,ANILLOS DE INVESTIGACIÓN EN ÁREAS TEMÁTICAS ESPECÍFICAS 2023,2023,2023,"SEA HARBOUR OPERATION WITH


RENEWABLE ENERGIES (SHORE)",INGENIERIA Y TECNOLOGIA,NA,NA,36,PERSONA JURÍDICA,JESUS CARDENAS DOBSON,HOMBRE,UNIVERSIDAD DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,NA,NA,NA
40595,IT23I0023,INVESTIGACION APLICADA,FONDEF,IDEA - IT,CONCURSO DE INVESTIGACION TECNOLOGICA IDEA 2023,2023,2023,GUIA PARA EL MODELAMIENTO GEO-MINERO-METALURGICO EN ETAPAS DE EXPLORACION TEMPRANA DE DEPOSITOS DE TIERRAS RARAS HOSPEDADAS EN REGOLITOS,CIENCIAS NATURALES,NA,NA,24,PERSONA JURIDICA,CARLOS MARQUARDT ROMAN,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,RM,REGIÓN METROPOLITANA DE SANTIAGO,169328,NA,Miles de pesos (M$)
